ID,TIF DISTRICT,PROJECT NAME,ADDRESS,DEVELOPER,PROJECT ID,PROJECT DESCRIPTION,CDC DATE,APPROVED AMOUNT,TOTAL PROJECT COST,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
1749,Archer/Central,IGA - CPD - Park 0307 - Minuteman,5940 S Central Av,Chicago Park District,2082,An intergovernmental agreement between the City of Chicago and the Chicago Park District.,07/28/2011,$340000,$552500,1140037.602740915,1864449.122943888,41.784141134,-87.762117731,"(41.78414113430267, -87.76211773051463)"
1026,Weed/Fremont,Grossinger,1561 N Fremont St,"Grossinger City Autocorp, Inc.",771,"Located in the Near North community, the project includes renovation of a building to be use as an auto dealer's showroom/sales facility.",01/08/2008,$8500000,$38964167,1169993.575484399,1910637.20486622,41.910286656,-87.650941527,"(41.91028665593265, -87.6509415270108)"
500096,Fullerton/Milwaukee,Milwaukee Avenue Apartments,3060 N Milwaukee Av,"Full Circle Communities, Inc.",,"Milwaukee Avenue Apartments is new construction- 32 units of affordable accessible, supportive housing designed to allow residents with mobility and sensory impairments to live as independently as possible.  Constructed on currently vacant land in the Avondale neighborhood, the four-story brick-veneer building will consist of 32 units; 25 one and 7 two-bedroom units.  All units will be affordable, with over 20% of the units available for tenants at 30% AMI and the rest for tenants at 60% AMI.  The development is seeking project-based rental assistance for 31 of the units.   Property will meet Energy Star and Enterprise Green Communities standards, provide community garden space, and native or adaptive landscaping.  Over the Rainbow Association will provide supportive services on site.",04/08/2014,$1000000,$10022952,1151100.78156313,1920108.203465984,41.936667386,-87.72009772,"(41.936667386198, -87.72009771991759)"
1231,Near North,Lakefront SRO - Clybourn,1234 N Clybourn Av,Lakefront Supportive Housing,4,"The project will construct 32,997 square feet five-story LEED certified single room occupancy (SRO) project.  There will be 96 units in the SRO.",04/12/2005,$1000000,$14178548,1172776.620784989,1908546.230683304,41.904487702,-87.640779804,"(41.90448770178859, -87.64077980359421)"
1402,Madden/Wells,Madden Wells - 1-B,3900 S Ellis Av,Madden Wells Phase 1B Associates L.P.,268,"Located in Oakland community, the project includes construction of 162 rental units in townhomes, six-flat, and nine- flat apartment buildings.  115 of those units are affordable units at 60% area median income including 63 public housing units.",12/14/2004,$3021000,$39147230,1182628.736281506,1879371.531064657,41.824206865,-87.605499314,"(41.82420686509374, -87.60549931421569)"
1248,Chatham Ridge,Havens - 87th Parnell,8505 S Parnell Av,Lakeshore 87th St Homes L.P.,32,"Located in Auburn Gresham, the project includes construction of 99 single family residential units.  The project consists of site preparation, infrastructure improvements, and reconstruction of Parnell Avenue from 83rd to 87th Street.",06/12/2001,$7190000,$28845118,1174154.720117602,1848406.898244936,41.739429295,-87.637506729,"(41.73942929482598, -87.63750672915647)"
1265,Pilsen Industrial Corridor,Steiner American Linen,2665 S Leavitt St,Steiner Corp.,53,"Located in the Lower West Side community, Steiner American Linen will relocate from their current facility at 225 W. Chestnut to a new 150,000 square foot laundry facility which they will construct. In addition, they will reuse 11,000 square feet of recently constructed storage and truck maintenance space, rehabilitate 10,000 square feet of existing office space, and demolish the existing garage and freight terminal.",05/08/2001,$3560000,$25238110,1162170.385063214,1886261.240552916,41.843564046,-87.680362086,"(41.8435640455916, -87.68036208599347)"
1365,Roosevelt/Homan,Roosevelt Towers I - Senior,3440 W Roosevelt Rd,"Roosevelt Tower - I, LLC",203,The project includes construction of 126 affordable senior units which will be 60% area median income.  The apartment building will have 6 and 8 story wings and include 33 parking spaces.,07/10/2001,$1540433,$18562300,1153440.124193662,1894532.774957921,41.866439771,-87.71218086,"(41.86643977129227, -87.71218086033134)"
1429,Sanitary and Ship Canal,Hawthorne Campbell Industrial Park,2600 W 35th St,Hawthorne-Campbell Holdings L.P.,299,A redevelopment agreement between the City of Chicago and Hawthorne Campbell Industrial Park.,01/12/1993,$1271000,$1271000,1159564.488866354,1881406.50386932,41.830296068,-87.690058613,"(41.83029606803829, -87.69005861348269)"
11030,Ogden/Pulaski,Montclare SLF - Lawndale,4315 W 18th Pl,"Montclare Senior Residences SLF of Lawndale, LLC",,"The project will provide 120 housing units of which 108 units or 90 percent will be affordable for households earning no more than 60 percent of the area median income. The project is a supportive living facility that will provide housing and supportive services for seniors ages 65 and older. The goal is to create a contemporary, vibrant and healthy living environment for
seniors.",03/10/2015,$2000000,$27607047,1147772.279556099,1890607.02848047,41.855777689,-87.733089016,"(41.85577768874226, -87.73308901579071)"
10970,Lawrence/Broadway,Leland Hotel,1201 W Leland Av,Leland L.P.,,"Located in the Uptown community, the project consists of rehabilitating a 75,000 square foot six-story building.  The building will include 137 apartments and rental commercial space on first floor.",02/25/2002,$200000,$14774804,1167441.321482927,1931316.652206805,41.967087385,-87.659720523,"(41.96708738517241, -87.65972052321467)"
1238,126th/Torrence,Ford Supplier Park - CMC,12600 S Torrence Av,"Chicago Manufacturing Campus, LLC",12,"Located in South Deering community, the project includes construction of an industrial park primarily for tenants providing services to Ford.  The project consists of infrastructure and landscape improvements, creating at least 1000 new jobs, and additional off-site infrastructure improvements.",10/09/2001,$17183334,$88228423,1195820.258078796,1821874.267204456,41.666112991,-87.55900308,"(41.66611299121115, -87.55900308026102)"
1250,Clark/Ridge,Raven Theatre,6157 N Clark St,Raven Theater Company,35,"Located in the Edgewater community, project rehabilitated a former grocery store to use as a 10,000 square foot theater complex.  The complex includes two theaters, lobby, offices, and storage space.",01/22/2002,$550000,$1980000,1164568.867861821,1941222.351230767,41.994330438,-87.670000075,"(41.99433043833787, -87.67000007450335)"
1320,Lake Calumet Area Industrial,Keebler,10839 S Langley Av,"Keebler Company, Inc and Atlantic Financial Group, Ltd.",127,"Located in Pullman, the project includes construction of new structures and rehab existing structures into 290,000 square feet of manufacturing facility.  The project consists of renovating the Central Steel Co property and AFG property.",10/09/2001,$2056700,$18381940,1182906.213069731,1832842.853606944,41.696521012,-87.605924761,"(41.69652101160591, -87.6059247612974)"
1269,Lincoln Avenue,Lincoln Village,6081 N Lincoln Av,"BGP Lincoln Village, L.L.C.",57,"The redevelopment of the Lincoln Village Shopping  Center. The project involves the demolition of 29,708 square feet of retail space, the rehabilitation of 90,043 square feet of retail space, the construction of 55,100 square feet of retail space, and the upgrading of the parking layout, landscaping  and signage.",12/24/2001,$5200000,$23158935,1153540.621605746,1940476.288906881,41.992510455,-87.710586898,"(41.99251045526317, -87.71058689761345)"
1017,Near West <Madison/Racine,Hellenic Museum,333 S Halsted St,United Hellenic American Congress,295,"Located in the Near West community, the project consists of construction of a 40,000 square foot museum and cultural center.",10/23/2001,$3500000,$15266333,1171146.32442723,1898498.98253576,41.876953377,-87.647063465,"(41.876953377219586, -87.64706346453356)"
1239,45th/Western,Wheatland Tube,2300 W 47th St,John Maneely Company,13,"Located in the New City community, the project replaced a 36,500 square foot existing building on an underutilized portion of its property with a 161,000 square foot warehouse building.",05/28/2002,$1869300,$23533566,1161797.986605546,1873495.847516621,41.808542113,-87.682083819,"(41.80854211301232, -87.6820838188037)"
1361,Madden/Wells,Madden Wells - 1-A - Rental,3950 S Cottage Grove Av,Madden Wells Phase 1A Associates L.P.,197,"Located in the Oakland community, the project includes construction of 21 residential structures with 162 apartments.  The rental units will include 115 affordable units at 60% AMI.  Sixty-three of the affordable units are replacement public housing.",12/10/2002,$4800000,$36080770,1182224.705812073,1878762.119491589,41.822543978,-87.607000452,"(41.82254397849688, -87.60700045159814)"
1294,Montclare,Montclare Sr Residence II,6640 W Belden Av,"Montclare Sr. Residences Phase II, L.P.",92,"Located in the Belmont/Cragin community, the project includes construction of a 7-story 155,000 square foot building.  The building includes 180 rental units; 18 market rate unit, 86 1-bed affordable units  at 60% area median income, 38 1-bed affordable units at 40% area median income, and 38 2-bed units at 60% area median income. One resident must be 55 or older, and capable of independent living.",09/24/2002,$7197700,$25152340,1131620.60331519,1914382.603763926,41.921315712,-87.791823865,"(41.92131571234415, -87.79182386507166)"
1551,Drexel Boulevard,Jazz on the Blvd,4162 S Drexel Bv,"Jazz on the Boulevard, LLC and Drexel Jazz L.P.",738,"The project includes construction of 98 for-sale units and 39 rental units.  The buildings include 27 affordable for-sale units, 9 affordable rental units, and 30 public housing rental units.",07/09/2002,$2931119,$38377865,1182819.219954578,1877295.219086865,41.818504886,-87.604865083,"(41.818504885937195, -87.6048650826928)"
1339,Kinzie Industrial Corridor,HWUC - Erie Co-Op,600 N Troy St,Erie Cooperative L.P.,162,"The project includes construction of 87 affordable units and 88 parking spaces.  The project will be a rental property for first 15 years, and then converted to co-op units.",09/24/2002,$1000000,$17624718,1155228.789969387,1903859.688143915,41.891998062,-87.705363929,"(41.89199806231193, -87.70536392890175)"
1340,47th/Ashland,Glazier - Cardinal - 52nd Ashland,5233 S Ashland Av,Cardinal Limited Partnership,165,"The project includes the construction of 12,800 square feet of retail and professional center and parking.",09/10/2002,$311107,$1637411,1166605.124677208,1869873.756634713,41.798501365,-87.664555654,"(41.79850136507366, -87.6645556542855)"
1299,Kinzie Industrial Corridor,Nanoink,1337 W Randolph St,"Nanoink, Inc.",101,"The project includes rehabilitation of a 46,400 square foot laboratory, the mechanical engineering, and office building.",08/13/2002,$1000000,$5940753,1167507.74238905,1901068.099940096,41.884082289,-87.660349208,"(41.884082288513554, -87.66034920815707)"
1318,Lakefront,Lake Park Crescent - Phase I - Rental,4100 S Lake Park Av,"Lake Park Crescent, L.P.",123,The project includes the construction of 148 rental units including 52 affordable units and 60 public housing units.  The project will also include site remediation and infrastructure work.,07/09/2002,$1700000,$38180097,1183868.649615313,1877855.080934984,41.820016708,-87.600997958,"(41.82001670777046, -87.60099795813032)"
1404,Lakefront,Lake Park Crescent - Phase I - For Sale,4000 S Lake Park Av,Lakefront Associates LLC,271,"The project includes the construction of six buildings containing 68 housing units.  Of the units, 13 are CHA units, 1 is an affordable for-sale unit, 19 are below-market for-sale units, and 35 are market-rate for-sale units.",07/09/2002,$4900000,$29042000,1183477.50746826,1878709.640289738,41.822370818,-87.60240615,"(41.8223708178924, -87.60240614953062)"
1771,Western/Ogden,IGA - CPD - Park ____ - Livingston Field,742 S Leavitt St,Chicago Park District,2125,An intergovernmental agreement between the City of Chicago and the Chicago Park District,05/01/2011,$3000000,$3000000,1161799.671754798,1896610.375920687,41.87197082,-87.681434168,"(41.871970819966464, -87.6814341676415)"
1613,Bryn Mawr/Broadway,IGA - CTA - Berwyn Station,1109 W Berwyn Av,Chicago Transit Authority,934,IGA for Rehabilitation of the Berwyn Rapid Transit Station on the Red Line.,11/08/2009,$1173768,$1173768,1167799.978233652,1935318.519991058,41.978060888,-87.65828585,"(41.97806088785149, -87.65828585012291)"
1292,Canal/Congress,550 W Adams - USG,550 W Adams St,550 Adams LLC,86,"The project consists of construction of an 18-story, 471,000 square feet office building for USG corporate headquarters and their affiliates.  The project will also have an 11,000 square feet green roof and LEED certification.",04/13/2004,$9750000,$132340000,1172619.939971972,1899399.792117214,41.879392798,-87.641626177,"(41.87939279810978, -87.64162617690114)"
10772,47th/King Drive,Buckthorn Park,4330 S Calumet Av,Chicago Park District,,An intergovernmental agreement between the City of Chicago and Chicago Park District.,12/01/2014,$200000,$1680000,1179118.933389984,1876232.774260345,41.815674732,-87.618471297,"(41.81567473199519, -87.61847129686947)"
10710,Bryn Mawr/Broadway,IGA - CTA - Bryn Mawr Red Line,1119 W Bryn Mawr Av,Chicago Transit Authority,,Agreement between the City of Chicago and the Chicago Transit Authority,05/24/2013,$10000000,$25000000,1167635.950625391,1937312.418694618,41.983535745,-87.658831318,"(41.983535745183424, -87.65883131820925)"
1740,"Jefferson Park,35th/Halsted",IGA - CPD - Park 0145 - Wilson,4630 N Milwaukee Av,Chicago Park District,2055,"New playground at 4630 North Milwaukee Avenue, Chicago, Illinois with poured-in place rubberized surfacing, age-appropriate equipment, swings, landscaping, fencing, lighting, paving, and site furnishings. The requested $500,000 in TIF funds includes park design, demolition, drainage, utilities, remediation, earthwork, construction, and related activities.",08/23/2011,$500000,$500000,1140651.77601413,1930281.624598246,41.964782886,-87.7582487,"(41.96478288558495, -87.75824870012931)"
1604,Midwest,Rockwell West End- Phase II-A Rental,300 S Campbell Av,"East Lake/West End, LLC",907,The Rockwell West End Phase II project is located in the Midwest TIF District. The affordable housing project consists of the construction of 22 individual buildings containing 112 rental units. 98 units will be affordable.,07/08/2008,$1250000,$39248910,1159748.460582409,1898595.816750296,41.877461558,-87.688910294,"(41.87746155836699, -87.68891029393059)"
1668,Wilson Yard,IGA - CTA - Station Improvements,4620 N Broadway,Chicago Transit Authority,1057,An intergovernmental Agreement between the City of Chicago and Chicago Transit Authority.,05/16/2011,$3000000,$203000000,1167921.054353506,1930894.982853904,41.965919947,-87.657968837,"(41.96591994708623, -87.6579688368904)"
1025,Stony Island Commercial/Burnside Industrial,Finkl Steel,1355 E 93rd St,A. Finkl & Sons Co.,758,"Finkl Steel relocated from the north side location to the Burnside community.  The facility consists of eight existing structures which amount to a total of approximately 500,000 square feet.  The overall site is approximately 60 acres in size.",04/12/2011,$22500000,$150000000,1186966.766944566,1843550.051533173,41.725807738,-87.590719541,"(41.72580773793058, -87.59071954121139)"
11029,Sanitary and Ship Canal,National Wine Spirits,2550 W 35th St,"NWS, Inc",,"The project includes rehabilitation of two existing buildings, totaling 680,000 square feet, for use as warehouse, distribution and office facility.",01/12/1993,$4460000,$14160000,1159688.872598379,1881410.762253098,41.830305197,-87.689602128,"(41.83030519677572, -87.68960212772984)"
1436,Near North,River Village - Site G - Pointe,847 N Kingsbury St,"Kingsbury Larrabee, LLC",307,"Located in the Near North community, the project includes construction of a 7-story building with 102 condos including 11 affordable units at 100% area median income and 12 CHA units.  The project will also include 92 parking spaces, a green roof , and will have LEED Certification.",06/08/2004,$4950972,$30455000,1172144.87972315,1906161.711563183,41.897958419,-87.643170811,"(41.89795841943221, -87.64317081074863)"
500274,67th/Cicero,Park 484 (madigan Fields) (4247),4700 W 67th St,Chicago Park District,,"Park 484 is located at 4701 W 67th Street, within the West Lawn community area. 

Previously, the City provided $2.8M TIF to the Chicago Park District for the reconstruction of athletic fields to current standards (and accommodate the placement of Pasteur School).

Project Scope: The previous scope did not include lighting.  This current request provides lighting to the main baseball field.  

Total request / cost = $110,000.

The fields are programmed by the Midway Little League for after school and weekend play.   Providing lighting will allow the little league to expand their programming to accommodate the strong demand for use of the baseball fields.",12/09/2013,$110000,$110000,1146190.38632923,1859802.200656378,41.771274821,-87.739676508,"(41.771274821137084, -87.73967650803097)"
1611,Wilson Yard,Mercy Housing - Eastwood Sheridan,4946 N Sheridan Rd,Mercy Housing Lakefront; HWA 850 Eastwood LP,923,"Located in the Uptown community, the project will rehabilitate 300 residential units in two buildings. 280 affordable units will have a 60% area median income.",01/12/2010,$3000000,$61259738,1168689.933334356,1933461.587253083,41.972946122,-87.655067125,"(41.972946122053244, -87.65506712466981)"
500094,Near North,Parkside Of Old Town Phase IIB,459 W Division St,"Parkside Associates, LLC",,"Under the CHA Transformation plan, this proposed development will be the new construction of two buildings, on two sites, containing a total of 106-rental units, and approximately 67 off-street parking spaces.  The first building will be nine stories tall, with 94 residential units, approximately 59 on-site interior parking spaces, and five townhouse-style units and two walk-up flats attached to the rear facade of the building.  This structure will sit on Division and Cleveland Streets.  The second building will be a three-story walk-up residential building with 12 units and seven on-site exterior parking spaces.  All of the units will have outdoor space; the units at grade will have small private yards, and the upper units will have private balconies.  Of the 106-units, 36 will be CHA replacement, 27 will be affordable to households earning 60% or less of the AMI and 43 will be market rate. 
 
Total development costs are currently at $40,951,529, and consist of tax-exempt bonds issued by the City of Chicago, TIF funds, City Multi-Family funds, Hope VI Grant funds from CHA, Donation Tax Credits from IHDA, and syndicator tax credit equity.  The breakdown of funds is as follows: 
 
First Mortgage:              $  3,774,267 (A-bond to be repaid from Net Operating Income)                   
HOPE VI/Capital Funds:  12,442,319 (CHA) 
TIF Funds:                      10,000,000 (Near North TIF) 
Multi-Family Funds:          1,900,000 (City) 
Donation T.C. Equity:       3,590,000 (IHDA) 
Syndicator Equity:            8,734,843 
Deferred Dev. Fee:             500,000 
G.P. Contribution:                 10,100 
 
The B-bond, or bridge bond of $19,447,281, will be used during the construction period, and will be repaid with the CHA HOPE VI funds and tax credit equity.  There is an 18-month construction period contemplated for the buildings.",04/08/2014,$10000000,$41351529,1172865.27076405,1908241.236511106,41.903648817,-87.640463219,"(41.903648817128776, -87.64046321927717)"
1664,Addison South,Coyote Logistics,2543 W Diversey Av,"Coyote Logistics, LLC",1051,"Located in Logan Square community area, Coyote Logistics leased and occupied 65,000 square feet within the recently rehabbed Green Exchange.   Coyote Logistics, a high-tech third-party logistics company, relocated their corporate headquarters from Lake Forest, IL to the City for a minimum of ten years.",09/14/2010,$2000000,$6649745,1158733.466826736,1918472.37899939,41.932025326,-87.692091529,"(41.93202532590414, -87.6920915287591)"
1306,Galewood/Armitage Industrial,Laborer's Union,1841 N Monitor Av,Construction Laborers' District Council Training and Apprentice Fund,109,"Located in the Austin community, the project constructs a 55,000 square foot training facility with the possibility of expanding to a total of 100,000 square feet in the future.  The facility includes offices, classrooms, three training bays, 186 parking spaces, and various outdoor construction training areas.",03/14/2006,$5226225,$21152000,1137173.689417468,1911795.217142404,41.914117588,-87.771482407,"(41.91411758800133, -87.7714824065702)"
1319,Near North,Parkside Old Town - I,400 W Division St,"Parkside Old Town I, LLC et al",125,"Located in the Near North community, the project includes construction of 2 mid-rise multi-family condominium buildings and 9 townhomes resulting in 280 residential units on an eight acre site.  There are 72 CHA units, 14 below market condominiums, and 194 market rate condominiums.",02/14/2006,$8737605,$104981839,1173434.105649286,1908338.374637044,41.903902743,-87.638370886,"(41.90390274274689, -87.6383708862405)"
1590,Englewood Mall,Englewood Apts,901 W 63rd St,901 West 63rd L.P. and Mercy Housing Lakefront,828,"Located in the Englewood community area, the project includes construction of a new six-story building with 99 affordable rental units.  The project will provide studio units to the homeless, the disabled and very low-income persons from CHA waiting lists.  Gross rents will be at or below 60% area median income.",10/14/2008,$2000000,$16672386,1171373.661495838,1863023.367787085,41.779599991,-87.64726896,"(41.779599991349166, -87.64726895976104)"
1617,Fullerton/Milwaukee,Sachs Hairpin - Retail,2800 N Milwaukee Av,"Hairpin Lofts, LLC and Brinshore 2008 Corp.",942,"The Sachs Hairpin Retail project is located in the Fullerton/Milwaukee TIF district. The project consist of the redevelopment of an existing 6-story building into a 7,000 square feet retail space and 8,000 square feet art center.",12/08/2009,$1210000,$3340035,1153212.789548614,1918394.941983178,41.931924344,-87.712381386,"(41.931924343764976, -87.71238138589705)"
1295,Western/Ogden,CCIL,2750 W Roosevelt Rd,"C.C.I.L.  Properties, Inc. and C.C.I.L., corp.",95,"Located in the Near West community, the project includes construction of 105,000 square foot campus facility.  The facility consists of transitional housing, adult and child development operations, offices, and related service facilities.  The project also includes demolishing existing improvements, environmental remediation, and site prep.",03/12/2002,$7022900,$21422900,1157979.158306354,1894633.604198061,41.866625124,-87.69551481,"(41.866625124023905, -87.69551480961502)"
1789,LaSalle Central,Riverside Park - II,444 W Lake St,River Point LLC,2163,The Riverside Park II project is located in the LaSalle Central TIF District. The project consist of the construction of 1.5 acre park along the Chicago River over the Metra rail line tracks and a 450-foot river walk promenade.,11/07/2012,$29500000,$41265398,1173096.550176498,1901749.395367342,41.885829704,-87.639806436,"(41.88582970383457, -87.63980643561894)"
1524,Central Loop,Oriental Theater,32 W Randolph St,Livent Realty (Chicago) Inc.,666,"Located in the Loop, the project includes the redevelopment of the existing Oriental Theater.  The renovations include the 2,180 seat theater with rehearsal hall and related theater facilities, 7,000 square retail of retail space, and historic rehabilitation of Oliver Building facade.",01/29/1996,$18399077,$33399077,1176018.468054693,1901322.457890204,41.884592863,-87.629089521,"(41.88459286291501, -87.62908952144605)"
500087,119th/Halsted,Kennedy Jordan Manor,825 W 118th St,"Kennedy Jordan Manor, Inc",,"9% LIHTC - $1.167,689 mil 
HOME - up to $4.5 mil 
TIF - up to $ 1.5 mil 
Applicant: KJ Manor LP 
Developer: Source Works Development; Sponsor: Kennedy Jordan Manor, Inc 
Contractor: Ujama, Architect: Cox Limited; Consultant: Lighten Gale Group;; Attorney: Katten Muchin Roseman LP 

The project is a 70 unit senior rental building to be located at 118th and Green in the 34th Ward's West Pullman Community area.  The development will include a 3 story building consisting of 10 studio and 60 one-bedroom units.  The building will be for seniors whose incomes are at or below 60% of AMI and tenants will pay for electricity and cooking gas.  The first floor of the building will include residential units, office and community programming space, including and exercise room and community room with a kitchen. Floors 2 and 3 will include typical studio and one bedroom units.",06/10/2014,$1500000,$16524593,1172827.453832418,1826559.720394303,41.679506755,-87.643011303,"(41.67950675504538, -87.64301130269995)"
1602,Chicago Lakeside Dev - Phase 1 (USX),South Works - McCaffery,7900 S Lake Shore Dr,"Chicago Lakeside Development, LLC",894,"The South Works McCaffery project is located in the Chicago Lakeside Dev - Phase 1 (USX) TIF District. The project is a mixed-use development consisting of a single tower with 250 residential rental units. In addition, the project contains 136 affordable units for sale and 3 high-rise buildings with 598 units. Infrastructure and utility work is also included.",05/11/2010,$96859748,$396693757,1198505.303869977,1853144.58948255,41.751854948,-87.548133396,"(41.75185494783984, -87.54813339572647)"
1293,Midwest,Heritage Homes,704 S Kedzie Av,New West Kedzie LLC,87,"Located in East Garfield Park community, the project consists of purchasing City property for 102 new residential units on six scattered sites with a total living area of 137,000 square feet.  The project will include both market rate and affordable units, all of which will comply with the Chicago Standard Energy Star rating.  The units will include single family homes, townhouses, and condominiums.",08/10/2004,$2800000,$18827055,1155099.958213456,1896787.563474677,41.872594032,-87.706026925,"(41.87259403198126, -87.70602692495113)"
502011,Western/Rock Island,Buona Beef,10633 S Western Av,Keystone Ventures LLC,,"This is a request for TIF assistance in the amount of no more than $450K.  The TIF will assist in the construction of new retail development within the Western/Rock Island TIF .  The project will include demolition of 3 existing buildings and the development of two commercial buildings and parking for 28 vehicles.   One of the buildings will accommodate a 3,900 SF Buona Beef restaurant, and a 2,100 SF retail building.   The total project costs is $2.8 million dollars.  The project is expected to generate approximately 50- 60 new jobs.

Beverly Western Partners LLC  is owned by Keystone Ventures, LLC (principal is Timothy Hague) and 1419 Properties, LLC (principal Carlo Buonavolanto )",06/10/2014,$450000,$2846974,1162320.536475482,1833913.034973129,41.699910143,-87.681267567,"(41.69991014337247, -87.68126756737111)"
1030,79th Street/Southwest Highway,Wrightwood Senior,2815 W 79th St,79th Street Limited Partnershi,888,The Wrightwood Senior Apartment Project is located in the 79th Street/Southwest Highway TIF District. This project consists of the construction of 65 unit 6-story building for senior housing with parking spaces and community facilities.,04/14/2009,$2950000,$21093696,1158906.933766121,1852040.954268382,41.749726457,-87.693273337,"(41.74972645662112, -87.69327333723064)"
1695,Pulaski Corridor,North and Pulaski Sr Housing,3939 W North Av,Hispanic Housing Development Corporation,1117,The project entails construction of a five-story affordable rental senior housing building with 21 parking spaces. The project will provide 71 rental units for seniors aged 55 and older. All of the units will be for households whose incomes range at or below 30% to 80% of area median income.,10/09/2012,$4000000,$18213230,1149678.04231574,1910302.338527023,41.909787014,-87.725581918,"(41.909787014262776, -87.72558191840169)"
1334,Midwest,Liberty Square,701 S Independence Bv,"Liberty Square L.P. and H.I.C.A., Inc.",157,"Located in East Garfield Park community, the project consists of construction of 66 residential units in 12 3-story walk-up buildings and 66 parking spaces.  59 of the units will be affordable at 60% area median income.",04/27/2004,$1900000,$14338917,1151405.861260829,1896754.198231081,41.872575756,-87.719590584,"(41.87257575640054, -87.7195905842006)"
1601,47th/State,TRC Sr Village I,346 E 53rd St,"TRC Senior Village I, NFP",891,The TRC Sr Village I project is located in the 47th/State TIF district. The new construction project consists of a 7-story building with 71 affordable housing units for seniors and 25 parking spaces.,04/12/2009,$725000,$13826130,1179447.490115856,1869994.898088736,41.798549956,-87.617456693,"(41.798549955812796, -87.61745669340067)"
1603,53rd Street,Harper Court Redevelopment,5211 S Harper Av,Vermilion Development,906,"Located in the Hyde Park community, the Harper Court redevelopment project consists of 150,000 square feet of office space, approximately 100,000 square feet of retail space, and 435 parking spaces.  The ground floor retail space will be leased to Chicago-based and national restaurants, entertainment, and apparel uses.  The project will also feature a heath club adding significant daytime and evening traffic to support the retail.",09/14/2010,$20045000,$111888037,1187217.296238536,1870857.37239495,41.80073555,-87.588936218,"(41.800735550150485, -87.58893621765584)"
1621,Central West,Viceroy Hotel,1519 W Warren Bv,"Heartland Housing, Inc",950,"The Viceroy Hotel project is located in the Central West TIF district. The project consist of the rehabilitation of a six-story elevator building, formerly known as the Viceroy Hotel, into 89 affordable single room occupancy studio rental apartments with approximately 2,000 square feet of ground floor commercial space and surface parking.",07/12/2011,$3876673,$22296720,1165979.299577472,1900396.393420138,41.882271828,-87.665980977,"(41.88227182766849, -87.66598097669244)"
10380,Western/Rock Island,Morgan Park Sports Center,11521 S Western Av,Chicago Park District,,An intergovernmental agreement between the City of Chicago and Chicago Park District.,08/05/2014,$10000000,$18236206,1162502.978615829,1828068.231900667,41.683867173,-87.680761668,"(41.683867173015074, -87.68076166753042)"
1694,Humboldt Park Commercial,North Talman - Phase III,2656 W North Av,Hispanic Housing Development Corporation,1116,"Located in the West town community, the project involves a partial renovation and adaptive reuse of a vacant warehouse  into 33 affordable units.  All the units will be affordable for households earning no more than 80% of the area median income.",08/09/2011,$2358496,$13620168,1158163.070403636,1910570.521176443,41.910353722,-87.694404013,"(41.91035372205292, -87.69440401304635)"
1663,Lawrence/Pulaski,Thai Town Center,4461 N Pulaski Rd,Thai Town Center Inc,1050,"The Thai Town Center project is located in the Lawrence/Pulaski TIF district.  The project consists of the rehabilitation and adaptive reuse of the former 17th district police station. The project includes about 6,000 square feet of commercial/retail space.",09/14/2010,$1506306,$3365730,1148957.376637025,1929594.371906684,41.962739983,-87.727728722,"(41.96273998329415, -87.72772872228448)"
1802,47th/King Drive,Cuisine Of The Diaspora,300 E 51st St,Urban Junction Inc,809,"Cuisine of the Diaspora, located in Grand Boulevard community area, includes a rehabilitation of a white terra cotta-clad retail building in a variety of culinary venues.  The 17,000 square foot building will include three restaurants, a produce store, and a community garden across the street.",11/10/2009,$3000000,$8108000,1178923.597302021,1871307.495866142,41.8021638,-87.619337915,"(41.80216379950666, -87.619337915316)"
1543,Western Avenue South,N. Center Sr. - Park - TACH,4040 N Oakley Av,TACH Development Company LLC,723,"Located in the North Center community, the project developed two park.  The Central Green Park is 20,000 square feet and Corner Park is 7,600 square feet.  Both parks include grassy open areas, walkways, benches, lighting, landscaping, and a fountain.",03/12/2008,$1165000,$2468000,1160265.99481534,1926956.208997887,41.955273874,-87.686224336,"(41.95527387396927, -87.6862243362722)"
1038,LaSalle Central,JMC Steel,227 W Monroe St,JMC,1111,"Located in the loop, JMC Steel  leased approximately 29,080 square feet of commercial office space.  The project includes the build-out  of the JMC space and the use of the space as the national headquarters for JMC Steel Group, Inc.",09/13/2011,$840292,$4696602,1174532.013138974,1899833.07471013,41.88053925,-87.634592464,"(41.88053924995021, -87.63459246351388)"
1039,Stevenson Brighton,Pulaski Promenade,4150 S Pulaski Rd,IBT Group L.L.C.,1122,"Located in the Archer Heights community area, the project includes developing a 133,000 square foot retail shopping center anchored by several national retailers, out-parcel shops, a restaurant, and a bank.",07/10/2012,$7935395,$33286164,1150333.393699938,1876514.578992643,41.817056643,-87.724055299,"(41.817056643315546, -87.72405529937818)"
1043,Stockyards Annex,Experimur Properties,4045 S Morgan St,"Experimur Properties, LLC",2041,"Located in the New City community, the project includes  the complete rehabilitation of a 54,000 square foot building for a medical research laboratory.  The work includes complete demolition of interior walls and the build out of new lab space, offices, conference rooms, workout room for employees and a kitchen/cafeteria.",12/13/2011,$3700000,$20800063,1170357.145298976,1877787.279586726,41.820135972,-87.650565696,"(41.8201359716828, -87.65056569613911)"
